Result,Seed,Pts,Pos,OffRtg,DefRtg,NetRtg,AstR,TOR,TSP,eFGP,FTAR,ORP,DRP,RP,OppSeed,OppPts,OppPos,OppOffRtg,OppDefRtg,OppNetRtg,OppAstR,OppTOR,OppTSP,OppeFGP,OppFTAR,OppORP,OppDRP,OppRP
1,11,,,,,,,,,,,,,,6,,,,,,,,,,,,,
1,1,,,,,,,,,,,,,,16,,,,,,,,,,,,,
1,11,,,,,,,,,,,,,,6,,,,,,,,,,,,,
1,8,,,,,,,,,,,,,,9,,,,,,,,,,,,,
1,2,,,,,,,,,,,,,,7,,,,,,,,,,,,,
1,3,,,,,,,,,,,,,,6,,,,,,,,,,,,,
1,2,,,,,,,,,,,,,,10,,,,,,,,,,,,,
1,5,,,,,,,,,,,,,,4,,,,,,,,,,,,,
1,4,,,,,,,,,,,,,,12,,,,,,,,,,,,,
1,2,,,,,,,,,,,,,,7,,,,,,,,,,,,,
1,9,,,,,,,,,,,,,,1,,,,,,,,,,,,,
1,1,,,,,,,,,,,,,,9,,,,,,,,,,,,,
1,9,,,,,,,,,,,,,,16,,,,,,,,,,,,,
1,2,,,,,,,,,,,,,,10,,,,,,,,,,,,,
1,3,,,,,,,,,,,,,,11,,,,,,,,,,,,,
1,3,,,,,,,,,,,,,,11,,,,,,,,,,,,,
1,3,,,,,,,,,,,,,,6,,,,,,,,,,,,,
1,4,,,,,,,,,,,,,,12,,,,,,,,,,,,,
1,5,,,,,,,,,,,,,,4,,,,,,,,,,,,,
1,1,,,,,,,,,,,,,,8,,,,,,,,,,,,,
1,9,,,,,,,,,,,,,,5,,,,,,,,,,,,,
1,2,,,,,,,,,,,,,,3,,,,,,,,,,,,,
1,2,,,,,,,,,,,,,,3,,,,,,,,,,,,,
1,3,,,,,,,,,,,,,,2,,,,,,,,,,,,,
1,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,
1,2,,,,,,,,,,,,,,3,,,,,,,,,,,,,
1,4,,,,,,,,,,,,,,9,,,,,,,,,,,,,
1,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,
1,9,,,,,,,,,,,,,,2,,,,,,,,,,,,,
1,3,,,,,,,,,,,,,,4,,,,,,,,,,,,,
1,4,,,,,,,,,,,,,,2,,,,,,,,,,,,,
1,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,
1,3,,,,,,,,,,,,,,4,,,,,,,,,,,,,
1,1,,,,,,,,,,,,,,9,,,,,,,,,,,,,
1,1,,,,,,,,,,,,,,3,,,,,,,,,,,,,
1,5,,,,,,,,,,,,,,12,,,,,,,,,,,,,
1,6,,,,,,,,,,,,,,11,,,,,,,,,,,,,
1,2,,,,,,,,,,,,,,15,,,,,,,,,,,,,
1,2,,,,,,,,,,,,,,15,,,,,,,,,,,,,
1,1,,,,,,,,,,,,,,16,,,,,,,,,,,,,
1,7,,,,,,,,,,,,,,10,,,,,,,,,,,,,
1,4,,,,,,,,,,,,,,13,,,,,,,,,,,,,
1,1,,,,,,,,,,,,,,16,,,,,,,,,,,,,
1,10,,,,,,,,,,,,,,7,,,,,,,,,,,,,
1,7,,,,,,,,,,,,,,10,,,,,,,,,,,,,
1,4,,,,,,,,,,,,,,13,,,,,,,,,,,,,
1,2,,,,,,,,,,,,,,15,,,,,,,,,,,,,
1,5,,,,,,,,,,,,,,12,,,,,,,,,,,,,
1,8,,,,,,,,,,,,,,9,,,,,,,,,,,,,
1,3,,,,,,,,,,,,,,14,,,,,,,,,,,,,
1,8,,,,,,,,,,,,,,9,,,,,,,,,,,,,
1,5,,,,,,,,,,,,,,12,,,,,,,,,,,,,
1,8,,,,,,,,,,,,,,9,,,,,,,,,,,,,
1,3,,,,,,,,,,,,,,14,,,,,,,,,,,,,
1,3,,,,,,,,,,,,,,14,,,,,,,,,,,,,
1,9,,,,,,,,,,,,,,8,,,,,,,,,,,,,
1,6,,,,,,,,,,,,,,11,,,,,,,,,,,,,
1,4,,,,,,,,,,,,,,13,,,,,,,,,,,,,
1,10,,,,,,,,,,,,,,7,,,,,,,,,,,,,
1,5,,,,,,,,,,,,,,12,,,,,,,,,,,,,
1,1,,,,,,,,,,,,,,16,,,,,,,,,,,,,
1,11,,,,,,,,,,,,,,6,,,,,,,,,,,,,
1,11,,,,,,,,,,,,,,6,,,,,,,,,,,,,
1,1,,,,,,,,,,,,,,16,,,,,,,,,,,,,
1,2,,,,,,,,,,,,,,15,,,,,,,,,,,,,
1,3,,,,,,,,,,,,,,14,,,,,,,,,,,,,
1,4,,,,,,,,,,,,,,13,,,,,,,,,,,,,
1,2,,,,,,,,,,,,,,7,,,,,,,,,,,,,
1,2,,,,,,,,,,,,,,7,,,,,,,,,,,,,
1,1,,,,,,,,,,,,,,8,,,,,,,,,,,,,
1,4,,,,,,,,,,,,,,5,,,,,,,,,,,,,
1,1,,,,,,,,,,,,,,8,,,,,,,,,,,,,
1,4,,,,,,,,,,,,,,5,,,,,,,,,,,,,
1,2,,,,,,,,,,,,,,10,,,,,,,,,,,,,
1,3,,,,,,,,,,,,,,6,,,,,,,,,,,,,
1,3,,,,,,,,,,,,,,11,,,,,,,,,,,,,
1,3,,,,,,,,,,,,,,11,,,,,,,,,,,,,
1,4,,,,,,,,,,,,,,5,,,,,,,,,,,,,
1,1,,,,,,,,,,,,,,9,,,,,,,,,,,,,
1,1,,,,,,,,,,,,,,8,,,,,,,,,,,,,
1,2,,,,,,,,,,,,,,10,,,,,,,,,,,,,
1,3,,,,,,,,,,,,,,6,,,,,,,,,,,,,
1,4,,,,,,,,,,,,,,5,,,,,,,,,,,,,
1,3,,,,,,,,,,,,,,2,,,,,,,,,,,,,
1,3,,,,,,,,,,,,,,2,,,,,,,,,,,,,
1,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,
1,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,
1,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,
1,3,,,,,,,,,,,,,,2,,,,,,,,,,,,,
1,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,
1,3,,,,,,,,,,,,,,2,,,,,,,,,,,,,
1,3,,,,,,,,,,,,,,1,,,,,,,,,,,,,
1,3,,,,,,,,,,,,,,4,,,,,,,,,,,,,
1,1,,,,,,,,,,,,,,3,,,,,,,,,,,,,
1,1,,,,,,,,,,,,,,3,,,,,,,,,,,,,
1,3,,,,,,,,,,,,,,3,,,,,,,,,,,,,
1,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,
1,1,,,,,,,,,,,,,,3,,,,,,,,,,,,,
1,7,,,,,,,,,,,,,,10,,,,,,,,,,,,,
1,5,,,,,,,,,,,,,,12,,,,,,,,,,,,,
1,9,,,,,,,,,,,,,,8,,,,,,,,,,,,,
1,1,,,,,,,,,,,,,,16,,,,,,,,,,,,,
1,7,,,,,,,,,,,,,,10,,,,,,,,,,,,,
1,6,,,,,,,,,,,,,,11,,,,,,,,,,,,,
1,3,,,,,,,,,,,,,,14,,,,,,,,,,,,,
1,3,,,,,,,,,,,,,,14,,,,,,,,,,,,,
1,3,,,,,,,,,,,,,,14,,,,,,,,,,,,,
1,2,,,,,,,,,,,,,,15,,,,,,,,,,,,,
1,2,,,,,,,,,,,,,,15,,,,,,,,,,,,,
1,2,,,,,,,,,,,,,,15,,,,,,,,,,,,,
1,11,,,,,,,,,,,,,,6,,,,,,,,,,,,,
1,10,,,,,,,,,,,,,,7,,,,,,,,,,,,,
1,11,,,,,,,,,,,,,,6,,,,,,,,,,,,,
1,4,,,,,,,,,,,,,,13,,,,,,,,,,,,,
1,8,,,,,,,,,,,,,,9,,,,,,,,,,,,,
1,2,,,,,,,,,,,,,,15,,,,,,,,,,,,,
1,1,,,,,,,,,,,,,,16,,,,,,,,,,,,,
1,1,,,,,,,,,,,,,,16,,,,,,,,,,,,,
1,5,,,,,,,,,,,,,,12,,,,,,,,,,,,,
1,5,,,,,,,,,,,,,,12,,,,,,,,,,,,,
1,4,,,,,,,,,,,,,,13,,,,,,,,,,,,,
1,4,,,,,,,,,,,,,,13,,,,,,,,,,,,,
1,13,,,,,,,,,,,,,,4,,,,,,,,,,,,,
1,12,,,,,,,,,,,,,,5,,,,,,,,,,,,,
1,9,,,,,,,,,,,,,,8,,,,,,,,,,,,,
1,1,,,,,,,,,,,,,,16,,,,,,,,,,,,,
1,3,,,,,,,,,,,,,,14,,,,,,,,,,,,,
1,6,,,,,,,,,,,,,,11,,,,,,,,,,,,,
1,9,,,,,,,,,,,,,,8,,,,,,,,,,,,,
1,10,,,,,,,,,,,,,,7,,,,,,,,,,,,,
1,1,,,,,,,,,,,,,,9,,,,,,,,,,,,,
1,3,,,,,,,,,,,,,,6,,,,,,,,,,,,,
1,3,,,,,,,,,,,,,,11,,,,,,,,,,,,,
1,2,,,,,,,,,,,,,,7,,,,,,,,,,,,,
1,2,,,,,,,,,,,,,,7,,,,,,,,,,,,,
1,2,,,,,,,,,,,,,,10,,,,,,,,,,,,,
1,11,,,,,,,,,,,,,,3,,,,,,,,,,,,,
1,4,,,,,,,,,,,,,,5,,,,,,,,,,,,,
1,2,,,,,,,,,,,,,,10,,,,,,,,,,,,,
1,1,,,,,,,,,,,,,,9,,,,,,,,,,,,,
1,1,,,,,,,,,,,,,,9,,,,,,,,,,,,,
1,5,,,,,,,,,,,,,,13,,,,,,,,,,,,,
1,5,,,,,,,,,,,,,,4,,,,,,,,,,,,,
1,4,,,,,,,,,,,,,,12,,,,,,,,,,,,,
1,1,,,,,,,,,,,,,,8,,,,,,,,,,,,,
1,3,,,,,,,,,,,,,,6,,,,,,,,,,,,,
1,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,
1,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,
1,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,
1,3,,,,,,,,,,,,,,2,,,,,,,,,,,,,
1,2,,,,,,,,,,,,,,3,,,,,,,,,,,,,
1,2,,,,,,,,,,,,,,11,,,,,,,,,,,,,
1,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,
1,3,,,,,,,,,,,,,,2,,,,,,,,,,,,,
1,1,,,,,,,,,,,,,,3,,,,,,,,,,,,,
1,2,,,,,,,,,,,,,,1,,,,,,,,,,,,,
1,2,,,,,,,,,,,,,,1,,,,,,,,,,,,,
1,1,,,,,,,,,,,,,,3,,,,,,,,,,,,,
1,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,
1,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,
1,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,
1,5,,,,,,,,,,,,,,12,,,,,,,,,,,,,
1,3,,,,,,,,,,,,,,14,,,,,,,,,,,,,
1,7,,,,,,,,,,,,,,10,,,,,,,,,,,,,
1,2,,,,,,,,,,,,,,15,,,,,,,,,,,,,
1,2,,,,,,,,,,,,,,15,,,,,,,,,,,,,
1,6,,,,,,,,,,,,,,11,,,,,,,,,,,,,
1,10,,,,,,,,,,,,,,7,,,,,,,,,,,,,
1,4,,,,,,,,,,,,,,13,,,,,,,,,,,,,
1,3,,,,,,,,,,,,,,14,,,,,,,,,,,,,
1,9,,,,,,,,,,,,,,8,,,,,,,,,,,,,
1,1,,,,,,,,,,,,,,16,,,,,,,,,,,,,
1,2,,,,,,,,,,,,,,15,,,,,,,,,,,,,
1,5,,,,,,,,,,,,,,12,,,,,,,,,,,,,
1,7,,,,,,,,,,,,,,10,,,,,,,,,,,,,
1,6,,,,,,,,,,,,,,11,,,,,,,,,,,,,
1,4,,,,,,,,,,,,,,13,,,,,,,,,,,,,
1,9,,,,,,,,,,,,,,8,,,,,,,,,,,,,
1,6,,,,,,,,,,,,,,11,,,,,,,,,,,,,
1,9,,,,,,,,,,,,,,8,,,,,,,,,,,,,
1,1,,,,,,,,,,,,,,16,,,,,,,,,,,,,
1,1,,,,,,,,,,,,,,16,,,,,,,,,,,,,
1,4,,,,,,,,,,,,,,13,,,,,,,,,,,,,
1,3,,,,,,,,,,,,,,14,,,,,,,,,,,,,
1,8,,,,,,,,,,,,,,9,,,,,,,,,,,,,
1,5,,,,,,,,,,,,,,12,,,,,,,,,,,,,
1,1,,,,,,,,,,,,,,16,,,,,,,,,,,,,
1,2,,,,,,,,,,,,,,15,,,,,,,,,,,,,
1,4,,,,,,,,,,,,,,13,,,,,,,,,,,,,
1,10,,,,,,,,,,,,,,7,,,,,,,,,,,,,
1,11,,,,,,,,,,,,,,6,,,,,,,,,,,,,
1,5,,,,,,,,,,,,,,12,,,,,,,,,,,,,
1,3,,,,,,,,,,,,,,14,,,,,,,,,,,,,
1,2,,,,,,,,,,,,,,7,,,,,,,,,,,,,
1,10,,,,,,,,,,,,,,2,,,,,,,,,,,,,
1,4,,,,,,,,,,,,,,5,,,,,,,,,,,,,
1,3,,,,,,,,,,,,,,6,,,,,,,,,,,,,
1,1,,,,,,,,,,,,,,9,,,,,,,,,,,,,
1,2,,,,,,,,,,,,,,7,,,,,,,,,,,,,
1,6,,,,,,,,,,,,,,3,,,,,,,,,,,,,
1,4,,,,,,,,,,,,,,5,,,,,,,,,,,,,
1,1,,,,,,,,,,,,,,9,,,,,,,,,,,,,
1,1,,,,,,,,,,,,,,9,,,,,,,,,,,,,
1,3,,,,,,,,,,,,,,11,,,,,,,,,,,,,
1,5,,,,,,,,,,,,,,4,,,,,,,,,,,,,
1,1,,,,,,,,,,,,,,8,,,,,,,,,,,,,
1,2,,,,,,,,,,,,,,10,,,,,,,,,,,,,
1,5,,,,,,,,,,,,,,4,,,,,,,,,,,,,
1,3,,,,,,,,,,,,,,6,,,,,,,,,,,,,
1,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,
1,3,,,,,,,,,,,,,,10,,,,,,,,,,,,,
1,5,,,,,,,,,,,,,,1,,,,,,,,,,,,,
1,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,
1,3,,,,,,,,,,,,,,2,,,,,,,,,,,,,
1,3,,,,,,,,,,,,,,2,,,,,,,,,,,,,
1,6,,,,,,,,,,,,,,2,,,,,,,,,,,,,
1,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,
1,1,,,,,,,,,,,,,,3,,,,,,,,,,,,,
1,5,,,,,,,,,,,,,,6,,,,,,,,,,,,,
1,1,,,,,,,,,,,,,,3,,,,,,,,,,,,,
1,3,,,,,,,,,,,,,,4,,,,,,,,,,,,,
1,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,
1,3,,,,,,,,,,,,,,5,,,,,,,,,,,,,
1,1,,,,,,,,,,,,,,3,,,,,,,,,,,,,
1,6,,,,,,,,,,,,,,11,,,,,,,,,,,,,
1,2,,,,,,,,,,,,,,15,,,,,,,,,,,,,
1,3,,,,,,,,,,,,,,14,,,,,,,,,,,,,
1,7,,,,,,,,,,,,,,10,,,,,,,,,,,,,
1,1,,,,,,,,,,,,,,16,,,,,,,,,,,,,
1,5,,,,,,,,,,,,,,12,,,,,,,,,,,,,
1,3,,,,,,,,,,,,,,14,,,,,,,,,,,,,
1,6,,,,,,,,,,,,,,11,,,,,,,,,,,,,
1,12,,,,,,,,,,,,,,5,,,,,,,,,,,,,
1,7,,,,,,,,,,,,,,10,,,,,,,,,,,,,
1,4,,,,,,,,,,,,,,13,,,,,,,,,,,,,
1,12,,,,,,,,,,,,,,5,,,,,,,,,,,,,
1,8,,,,,,,,,,,,,,9,,,,,,,,,,,,,
1,2,,,,,,,,,,,,,,15,,,,,,,,,,,,,
1,4,,,,,,,,,,,,,,13,,,,,,,,,,,,,
1,4,,,,,,,,,,,,,,13,,,,,,,,,,,,,
1,9,,,,,,,,,,,,,,8,,,,,,,,,,,,,
1,11,,,,,,,,,,,,,,6,,,,,,,,,,,,,
1,6,,,,,,,,,,,,,,11,,,,,,,,,,,,,
1,1,,,,,,,,,,,,,,16,,,,,,,,,,,,,
1,9,,,,,,,,,,,,,,8,,,,,,,,,,,,,
1,3,,,,,,,,,,,,,,14,,,,,,,,,,,,,
1,5,,,,,,,,,,,,,,12,,,,,,,,,,,,,
1,4,,,,,,,,,,,,,,13,,,,,,,,,,,,,
1,1,,,,,,,,,,,,,,16,,,,,,,,,,,,,
1,7,,,,,,,,,,,,,,10,,,,,,,,,,,,,
1,2,,,,,,,,,,,,,,15,,,,,,,,,,,,,
1,3,,,,,,,,,,,,,,14,,,,,,,,,,,,,
1,2,,,,,,,,,,,,,,15,,,,,,,,,,,,,
1,10,,,,,,,,,,,,,,7,,,,,,,,,,,,,
1,1,,,,,,,,,,,,,,16,,,,,,,,,,,,,
1,9,,,,,,,,,,,,,,8,,,,,,,,,,,,,
1,3,,,,,,,,,,,,,,6,,,,,,,,,,,,,
1,7,,,,,,,,,,,,,,2,,,,,,,,,,,,,
1,1,,,,,,,,,,,,,,8,,,,,,,,,,,,,
1,3,,,,,,,,,,,,,,6,,,,,,,,,,,,,
1,4,,,,,,,,,,,,,,5,,,,,,,,,,,,,
1,2,,,,,,,,,,,,,,7,,,,,,,,,,,,,
1,4,,,,,,,,,,,,,,12,,,,,,,,,,,,,
1,4,,,,,,,,,,,,,,12,,,,,,,,,,,,,
1,11,,,,,,,,,,,,,,3,,,,,,,,,,,,,
1,1,,,,,,,,,,,,,,9,,,,,,,,,,,,,
1,4,,,,,,,,,,,,,,5,,,,,,,,,,,,,
1,1,,,,,,,,,,,,,,9,,,,,,,,,,,,,
1,7,,,,,,,,,,,,,,2,,,,,,,,,,,,,
1,3,,,,,,,,,,,,,,6,,,,,,,,,,,,,
1,2,,,,,,,,,,,,,,10,,,,,,,,,,,,,
1,1,,,,,,,,,,,,,,9,,,,,,,,,,,,,
1,3,,,,,,,,,,,,,,2,,,,,,,,,,,,,
1,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,
1,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,
1,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,
1,7,,,,,,,,,,,,,,3,,,,,,,,,,,,,
1,3,,,,,,,,,,,,,,7,,,,,,,,,,,,,
1,2,,,,,,,,,,,,,,11,,,,,,,,,,,,,
1,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,
1,1,,,,,,,,,,,,,,7,,,,,,,,,,,,,
1,1,,,,,,,,,,,,,,3,,,,,,,,,,,,,
1,1,,,,,,,,,,,,,,3,,,,,,,,,,,,,
1,2,,,,,,,,,,,,,,1,,,,,,,,,,,,,
1,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,
1,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,
1,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,
1,5,,,,,,,,,,,,,,12,,,,,,,,,,,,,
1,6,,,,,,,,,,,,,,11,,,,,,,,,,,,,
1,5,,,,,,,,,,,,,,12,,,,,,,,,,,,,
1,1,,,,,,,,,,,,,,16,,,,,,,,,,,,,
1,6,,,,,,,,,,,,,,11,,,,,,,,,,,,,
1,3,,,,,,,,,,,,,,14,,,,,,,,,,,,,
1,6,,,,,,,,,,,,,,11,,,,,,,,,,,,,
1,3,,,,,,,,,,,,,,14,,,,,,,,,,,,,
1,2,,,,,,,,,,,,,,15,,,,,,,,,,,,,
1,4,,,,,,,,,,,,,,13,,,,,,,,,,,,,
1,3,,,,,,,,,,,,,,14,,,,,,,,,,,,,
1,1,,,,,,,,,,,,,,16,,,,,,,,,,,,,
1,4,,,,,,,,,,,,,,13,,,,,,,,,,,,,
1,8,,,,,,,,,,,,,,9,,,,,,,,,,,,,
1,7,,,,,,,,,,,,,,10,,,,,,,,,,,,,
1,8,,,,,,,,,,,,,,9,,,,,,,,,,,,,
1,7,,,,,,,,,,,,,,10,,,,,,,,,,,,,
1,1,,,,,,,,,,,,,,16,,,,,,,,,,,,,
1,1,,,,,,,,,,,,,,16,,,,,,,,,,,,,
1,7,,,,,,,,,,,,,,10,,,,,,,,,,,,,
1,3,,,,,,,,,,,,,,14,,,,,,,,,,,,,
1,5,,,,,,,,,,,,,,12,,,,,,,,,,,,,
1,11,,,,,,,,,,,,,,6,,,,,,,,,,,,,
1,4,,,,,,,,,,,,,,13,,,,,,,,,,,,,
1,4,,,,,,,,,,,,,,13,,,,,,,,,,,,,
1,7,,,,,,,,,,,,,,10,,,,,,,,,,,,,
1,5,,,,,,,,,,,,,,12,,,,,,,,,,,,,
1,9,,,,,,,,,,,,,,8,,,,,,,,,,,,,
1,2,,,,,,,,,,,,,,15,,,,,,,,,,,,,
1,2,,,,,,,,,,,,,,15,,,,,,,,,,,,,
1,8,,,,,,,,,,,,,,9,,,,,,,,,,,,,
1,2,,,,,,,,,,,,,,15,,,,,,,,,,,,,
1,5,,,,,,,,,,,,,,4,,,,,,,,,,,,,
1,6,,,,,,,,,,,,,,3,,,,,,,,,,,,,
1,5,,,,,,,,,,,,,,4,,,,,,,,,,,,,
1,1,,,,,,,,,,,,,,8,,,,,,,,,,,,,
1,6,,,,,,,,,,,,,,3,,,,,,,,,,,,,
1,6,,,,,,,,,,,,,,3,,,,,,,,,,,,,
1,2,,,,,,,,,,,,,,7,,,,,,,,,,,,,
1,1,,,,,,,,,,,,,,8,,,,,,,,,,,,,
1,1,,,,,,,,,,,,,,9,,,,,,,,,,,,,
1,1,,,,,,,,,,,,,,8,,,,,,,,,,,,,
1,5,,,,,,,,,,,,,,4,,,,,,,,,,,,,
1,11,,,,,,,,,,,,,,3,,,,,,,,,,,,,
1,4,,,,,,,,,,,,,,5,,,,,,,,,,,,,
1,2,,,,,,,,,,,,,,7,,,,,,,,,,,,,
1,2,,,,,,,,,,,,,,7,,,,,,,,,,,,,
1,2,,,,,,,,,,,,,,7,,,,,,,,,,,,,
1,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,
1,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,
1,2,,,,,,,,,,,,,,6,,,,,,,,,,,,,
1,2,,,,,,,,,,,,,,6,,,,,,,,,,,,,
1,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,
1,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,
1,2,,,,,,,,,,,,,,11,,,,,,,,,,,,,
1,2,,,,,,,,,,,,,,6,,,,,,,,,,,,,
1,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,
1,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,
1,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,
1,2,,,,,,,,,,,,,,1,,,,,,,,,,,,,
1,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,
1,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,
1,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,
1,4,,,,,,,,,,,,,,13,,,,,,,,,,,,,
1,3,,,,,,,,,,,,,,14,,,,,,,,,,,,,
1,10,,,,,,,,,,,,,,7,,,,,,,,,,,,,
1,9,,,,,,,,,,,,,,8,,,,,,,,,,,,,
1,5,,,,,,,,,,,,,,12,,,,,,,,,,,,,
1,3,,,,,,,,,,,,,,14,,,,,,,,,,,,,
1,3,,,,,,,,,,,,,,14,,,,,,,,,,,,,
1,5,,,,,,,,,,,,,,12,,,,,,,,,,,,,
1,6,,,,,,,,,,,,,,11,,,,,,,,,,,,,
1,3,,,,,,,,,,,,,,14,,,,,,,,,,,,,
1,11,,,,,,,,,,,,,,6,,,,,,,,,,,,,
1,6,,,,,,,,,,,,,,11,,,,,,,,,,,,,
1,6,,,,,,,,,,,,,,11,,,,,,,,,,,,,
1,1,,,,,,,,,,,,,,16,,,,,,,,,,,,,
1,4,,,,,,,,,,,,,,13,,,,,,,,,,,,,
1,2,,,,,,,,,,,,,,15,,,,,,,,,,,,,
1,7,,,,,,,,,,,,,,10,,,,,,,,,,,,,
1,2,,,,,,,,,,,,,,15,,,,,,,,,,,,,
1,1,,,,,,,,,,,,,,16,,,,,,,,,,,,,
1,2,,,,,,,,,,,,,,15,,,,,,,,,,,,,
1,4,,,,,,,,,,,,,,13,,,,,,,,,,,,,
1,9,,,,,,,,,,,,,,8,,,,,,,,,,,,,
1,12,,,,,,,,,,,,,,5,,,,,,,,,,,,,
1,8,,,,,,,,,,,,,,9,,,,,,,,,,,,,
1,7,,,,,,,,,,,,,,10,,,,,,,,,,,,,
1,13,,,,,,,,,,,,,,4,,,,,,,,,,,,,
1,5,,,,,,,,,,,,,,12,,,,,,,,,,,,,
1,1,,,,,,,,,,,,,,16,,,,,,,,,,,,,
1,2,,,,,,,,,,,,,,15,,,,,,,,,,,,,
1,1,,,,,,,,,,,,,,16,,,,,,,,,,,,,
1,7,,,,,,,,,,,,,,10,,,,,,,,,,,,,
1,8,,,,,,,,,,,,,,9,,,,,,,,,,,,,
1,4,,,,,,,,,,,,,,5,,,,,,,,,,,,,
1,3,,,,,,,,,,,,,,6,,,,,,,,,,,,,
1,3,,,,,,,,,,,,,,6,,,,,,,,,,,,,
1,5,,,,,,,,,,,,,,4,,,,,,,,,,,,,
1,11,,,,,,,,,,,,,,3,,,,,,,,,,,,,
1,6,,,,,,,,,,,,,,3,,,,,,,,,,,,,
1,1,,,,,,,,,,,,,,9,,,,,,,,,,,,,
1,2,,,,,,,,,,,,,,10,,,,,,,,,,,,,
1,2,,,,,,,,,,,,,,7,,,,,,,,,,,,,
1,1,,,,,,,,,,,,,,9,,,,,,,,,,,,,
1,4,,,,,,,,,,,,,,12,,,,,,,,,,,,,
1,7,,,,,,,,,,,,,,2,,,,,,,,,,,,,
1,5,,,,,,,,,,,,,,13,,,,,,,,,,,,,
1,1,,,,,,,,,,,,,,8,,,,,,,,,,,,,
1,2,,,,,,,,,,,,,,7,,,,,,,,,,,,,
1,1,,,,,,,,,,,,,,8,,,,,,,,,,,,,
1,2,,,,,,,,,,,,,,11,,,,,,,,,,,,,
